"","FC","log2(FC)","p.ajusted","-log10(p)"
"Antrodin D",0.21127,-2.2428,2.1554e-05,4.6665
"C10H27N4OP",0.0036642,-8.0923,2.289e-05,4.6404
"C17H32N10O",2092.3,11.031,2.3322e-05,4.6322
"mz_204.12232_&_RT_0.914",4.2081e-06,-17.858,2.4408e-05,4.6125
"JBIR-07",0.0029322,-8.4138,2.5383e-05,4.5955
"methyl phenazine-1-carboxylate",63.248,5.983,2.5383e-05,4.5955
"C4H3ClO3P2S2",0.0061353,-7.3486,2.6369e-05,4.5789
"mz_190.82264_&_RT_0.814",337.72,8.3997,2.66e-05,4.5751
"Methylglyoxal",3300.7,11.689,2.6851e-05,4.571
"C8H21N4O2P",288.79,8.1739,2.7571e-05,4.5595
"mz_243.18266_&_RT_0.835",2711.5,11.405,2.776e-05,4.5566
"Acetyl-L-carnitine",86.837,6.4402,2.7887e-05,4.5546
"Imidazoleaceticacid",4116.4,12.007,2.7928e-05,4.554
"C3H3Cl3O4P2S2",0.010352,-6.5939,2.7931e-05,4.5539
"1,3,7-Trimethyl-8-piperazin-1-yl-3,7-dihydro-purine-2,6-dione",580.81,9.1819,2.885e-05,4.5399
"allopurinol",0.091374,-3.4521,2.9541e-05,4.5296
"C20H33N8O4P",630.64,9.3007,2.9644e-05,4.5281
"Limonene-1_2-diol",0.0020658,-8.9191,2.9644e-05,4.5281
"Reblastatin",194.28,7.602,2.9981e-05,4.5232
"C5H9ClN2O9P2",249.43,7.9625,3.0776e-05,4.5118
"C15H31OP3",149.97,7.2285,3.104e-05,4.5081
"3-[(5-Amino-6-chloro-4-pyrimidinyl)amino]-2-nonanol",6.7172e-06,-17.184,3.1818e-05,4.4973
"Ralfuranone K",0.0010115,-9.9492,3.183e-05,4.4972
"2-isopentylquinoline-4-one",0.0025501,-8.6152,3.2636e-05,4.4863
"Heptaethylene Glycol",218.08,7.7687,3.2823e-05,4.4838
"Diethyl {[2-(6-amino-9H-purin-9-yl)ethoxy]methyl}phosphonate",58.145,5.8616,3.3588e-05,4.4738
"S-Allyl propanethioate",1053.2,10.041,3.5238e-05,4.453
"C31H42O2P2",0.00030699,-11.67,3.6162e-05,4.4417
"mz_58.06537_&_RT_0.71",0.0042757,-7.8696,3.6456e-05,4.4382
"1-O-Acetyl-D-glucitol",0.0027961,-8.4824,3.6836e-05,4.4337
"C9H15N6O2P",0.0036865,-8.0835,3.9157e-05,4.4072
"mz_378.67429_&_RT_0.738",0.026229,-5.2527,4.2235e-05,4.3743
"C30H62N6O6",0.0036946,-8.0804,4.2589e-05,4.3707
"2-{[2-(Octylsulfonyl)ethyl]sulfanyl}ethanol",0.0012197,-9.6793,4.3704e-05,4.3595
"Deca-5,7,9-triynol",1787.6,10.804,4.3737e-05,4.3592
"Leptosphaerone B",1340,10.388,4.3909e-05,4.3574
"C27H36OS",0.0032617,-8.2602,4.621e-05,4.3353
"C21H38N5O7P",6.2108,2.6348,4.621e-05,4.3353
"C2H2N2O3P2",0.00025128,-11.958,5.1147e-05,4.2912
"C6H18N9O4P",151.93,7.2473,5.2112e-05,4.2831
"Quinomeran",287.29,8.1663,5.7302e-05,4.2418
"6,7-dihydroxy-4,5,6,7-tetrahydroindole-4-one",4.7778,2.2564,5.7302e-05,4.2418
"mz_116.03604_&_RT_0.788",129.46,7.0164,5.8932e-05,4.2296
"C4H11N9O10",0.0064416,-7.2784,5.951e-05,4.2254
"C15H39N8O6P",0.0060808,-7.3615,5.9555e-05,4.2251
"tert-Butyl N-(2,3-dihydroxypropyl)carbamate",0.0013194,-9.5659,6.1174e-05,4.2134
"Nonaethylene Glycol",0.0050043,-7.6426,6.1174e-05,4.2134
"Cuminaldehyde",512.61,9.0017,6.1515e-05,4.211
"C9H6",0.0016183,-9.2713,6.3712e-05,4.1958
"GLYCERYL RICINOLEATE",0.0018535,-9.0756,6.4819e-05,4.1883
"Decylubiquinone",124.42,6.9591,6.5868e-05,4.1813
"mz_350.78195_&_RT_0.745",0.0038523,-8.0201,6.5953e-05,4.1808
"Asperterrestide A",5.26,2.3951,6.6324e-05,4.1783
"2-(6,7-Dihydroxy-1,2-benzoxazol-3-yl)acetamide",0.0039634,-7.9791,6.7995e-05,4.1675
"Lahorenoic acid C",89.504,6.4839,6.9751e-05,4.1564
"mz_426.71158_&_RT_0.744",0.010416,-6.5851,7.1341e-05,4.1467
"Glycerophosphoglycerol",0.0073511,-7.0878,7.2637e-05,4.1388
"DPA",3336.6,11.704,7.4764e-05,4.1263
"3-Bromo-4-(5-bromo-4-chloro-2-thienyl)-4-oxobutanoic acid",0.016792,-5.8961,7.498e-05,4.1251
"C28H49NO3P2S",208.12,7.7013,7.574e-05,4.1207
"C19H37N4O8P",0.0084996,-6.8784,7.574e-05,4.1207
"(+)-(R,2E,4Z)-7-(4'-(dimethylamino)phenyl)-4,6-dimethyl-7-oxohepta-2,4-dienoic acid",0.00020273,-12.268,7.6032e-05,4.119
"C17H46N9O7P",0.0082977,-6.9131,7.6032e-05,4.119
"1,5-Pentanedithiol",139790,17.093,7.7034e-05,4.1133
"5-Isobutyl-2,4-imidazolidinedione",2600.7,11.345,7.7034e-05,4.1133
"P,P-Diethyl-N-phenylphosphinothioic amide",0.0010444,-9.9032,7.9667e-05,4.0987
"C20H36O2P2",0.0033243,-8.2327,8.1592e-05,4.0884
"C13H21N10P",0.0088499,-6.8201,8.5695e-05,4.067
"C31H20N10O4",80.114,6.324,8.9833e-05,4.0466
"C8H23N4OP",433.85,8.7611,9.0038e-05,4.0456
"1-(1,4-Dithiepan-6-yl)-N-methyl-N-(2-phenylethyl)-3-piperidinamine",353.92,8.4673,9.2058e-05,4.0359
"2-Methyl-6-oxohepta-2_4-dienal",2364,11.207,9.327e-05,4.0303
"(S)-Methylmalonatesemialdehyde",0.00067736,-10.528,9.5644e-05,4.0193
"N-(4-{[(11beta)-11,17-Dihydroxy-3,20-dioxopregn-4-en-21-yl]oxy}-4-oxobutanoyl)glycine",347.38,8.4404,9.5644e-05,4.0193
"mz_122.92426_&_RT_0.806",5110.9,12.319,9.6231e-05,4.0167
"mz_131.05207_&_RT_0.976",0.00075662,-10.368,9.8873e-05,4.0049
"C13H31N8P",0.00088111,-10.148,9.8873e-05,4.0049
"2_3_5-Trihydroxytoluene",546.83,9.095,0.00010282,3.9879
"C10H2BrN6O2P3",52.544,5.7155,0.00010442,3.9812
"Boc-Inp-OH",420.01,8.7143,0.0001045,3.9809
"3-imino-5,7-dimethyloctahydro-6H-imidazo[4,5-e][1,2,4]triazin-6-one",258.31,8.013,0.00011144,3.953
"C5H17N4O3P",0.0038183,-8.0328,0.00011306,3.9467
"C8H21N5O4S",169.91,7.4086,0.00011306,3.9467
"C17H36N5O6PS",0.00041107,-11.248,0.00012515,3.9026
"4-Trimethylammoniobutanal",753.58,9.5576,0.00012562,3.901
"C15H37N4O3P",0.0007084,-10.463,0.000126,3.8996
"Ethyl 4-[(1,3-dihydroxy-2-propanyl)amino]-3-hydroxybutanoate",440.18,8.7819,0.0001262,3.8989
"N-Nitrosoproline",1495,10.546,0.00012938,3.8881
"N-(2-Methyl-2-propanyl)-6-(1H-1,2,4-triazol-1-yl)-1,3,5-triazine-2,4-diamine",0.00026164,-11.9,0.0001318,3.8801
"N-(2-Carbamoylphenyl)-3-(isobutyrylamino)benzamide",0.00093873,-10.057,0.0001318,3.8801
"Xenocyloin E",0.0042127,-7.891,0.00013191,3.8797
"cis-Zeatinriboside",433.1,8.7586,0.00013226,3.8786
"mz_128.01897_&_RT_0.782",798.5,9.6411,0.00013431,3.8719
"C31H40N3PS",187.24,7.5487,0.00013588,3.8668
"C9H17N4O5P",257.96,8.011,0.00013733,3.8622
"C12H28N2O2S2",101.2,6.6611,0.00013914,3.8565
"C6H21N6O2P",0.00074592,-10.389,0.00014211,3.8474
"mz_262.75751_&_RT_0.815",1533.1,10.582,0.00014531,3.8377
"9-Benzyl-2,4-dioxo-3,9-diazaspiro[5.5]undecane-1,5-dicarbonitrile",290.23,8.1811,0.00014531,3.8377
"5-[2-(Methylsulfanyl)phenoxy]-1-pentanethiol",218.21,7.7696,0.00014815,3.8293
"C22H47N4O4P",0.010628,-6.556,0.00014815,3.8293
"(S)-corytuberine",0.0075786,-7.0439,0.00015167,3.8191
"(15R,18R,21S)-18-Isobutyl-15,21-dimethyl-11-[(1-oxo-2,3-dihydro-1H-inden-4-yl)carbonyl]-2-phenyl-7,8,9,10,11,12,14,15,17,18,20,21-dodecahydro-5H-[1,2,4]triazolo[1,5-d][1,4,7,10,13,16]hexaazacyclononad
ecine-6,13,16,19-tetrone",0.0012772,-9.6128,0.00015251,3.8167
"C32H46N6O12",0.0012772,-9.6128,0.00015251,3.8167
"C29H49N8O9P",814.46,9.6697,0.00015295,3.8154
"C17H44N9O2P",166.11,7.376,0.00015295,3.8154
"α-Methyldethiobiotin",0.00033925,-11.525,0.00015299,3.8153
"N,N,N',N',N'',N''-Hexaethylphosphorimidic triamide",2596.8,11.343,0.00015552,3.8082
"mz_172.06011_&_RT_0.888",0.00046327,-11.076,0.00016044,3.7947
"(R)-Coclaurine",2.0236e-05,-15.593,0.00016226,3.7898
"3-(Allyloxy)tetrahydrothiophene 1,1-dioxide",0.0046536,-7.7474,0.00016323,3.7872
"C3H2BrClO7P2S3",0.037365,-4.7422,0.00016719,3.7768
"C5HN6O8PS",250.07,7.9662,0.00017364,3.7603
"1_3_8-Naphthalenertriol",0.0030646,-8.3501,0.00017546,3.7558
"C11H21O3PS2",0.0035905,-8.1216,0.00018005,3.7446
"(-)-Menthylacetate",0.0018115,-9.1086,0.00018103,3.7422
"RiboflavinB2",326.37,8.3504,0.00018136,3.7415
"(5-Bromo-1,2,3-thiadiazol-4-yl)methanesulfonyl chloride",0.1725,-2.5353,0.00018366,3.736
"mz_58.06536_&_RT_0.785",110.05,6.782,0.00018417,3.7348
"Tetradecanedioicacid",1019.2,9.9933,0.00019391,3.7124
"C26H45NO2P2S",45.742,5.5154,0.00019926,3.7006
"C11H29N4OPS2",0.0070004,-7.1584,0.000212,3.6737
"N-{4-[(17-Hydroxy-3,20-dioxopregn-4-en-21-yl)oxy]-4-oxobutanoyl}serine",96.963,6.5994,0.000212,3.6737
"N-[(9H-Fluoren-9-ylmethoxy)carbonyl]-L-valyl-N~5~-carbamoyl-L-ornithine",229.61,7.8431,0.00021563,3.6663
"Pentaerythritol laurate",0.047809,-4.3866,0.00021565,3.6663
"mz_106.0495_&_RT_0.829",808.31,9.6588,0.00022366,3.6504
"3-Hydroxy-5-pentylphenyl beta-D-glucopyranoside",311.58,8.2835,0.00022374,3.6502
"3-(4-Fluorophenyl)-1H-pyrazole-5-carbohydrazide",361.33,8.4972,0.00022732,3.6434
"C27H34OS",36.047,5.1718,0.00022732,3.6434
"3-(2-Hydroxyphenyl)propanoate",300.11,8.2294,0.00023293,3.6328
"Avellanin A",160.4,7.3255,0.00023817,3.6231
"C19H39N8O3P",68.662,6.1014,0.00024088,3.6182
"C15H29O2PS",670.26,9.3886,0.00024585,3.6093
"C18H32OP2",279.49,8.1266,0.00025009,3.6019
"C3H10BrN2O11P3S2",15.677,3.9705,0.00025438,3.5945
"N-Allyl-4,6-di(4-morpholinyl)-1,3,5-triazin-2-amine",1881.5,10.878,0.0002554,3.5928
"mz_112.99072_&_RT_0.783",828.25,9.6939,0.00025673,3.5905
"Ethyl3-oxohexanoate",0.00071487,-10.45,0.00026106,3.5833
"Deoxyanserinone B",0.0032553,-8.263,0.00028009,3.5527
"Annularin G",838.47,9.7116,0.00029345,3.5325
"C11H29N4O2P",107.16,6.7436,0.00029869,3.5248
"6-[(4-Amino-6-methoxy-1,3,5-triazin-2-yl)oxy]-2-methyl-3(2H)-pyridazinone",0.0048149,-7.6983,0.00030618,3.514
"N-Acetyl-beta-D-galactosamine",4.0768,2.0275,0.00031217,3.5056
"mz_131.00128_&_RT_0.708",0.0004068,-11.263,0.00031549,3.501
"N-heptanoyl homoserine lactone",195.71,7.6125,0.0003178,3.4978
"1,5-Anhydro-2,3-dideoxy-4-O-(2-hydroxyethyl)-3-{[4-(1H-pyrazol-4-yl)butanoyl]amino}-D-threo-pentitol",1240,10.276,0.00032073,3.4939
"Ergobine",0.010382,-6.5898,0.000323,3.4908
"mz_243.18271_&_RT_0.762",0.00051902,-10.912,0.00032443,3.4889
"Validoxylamine G",0.0014322,-9.4475,0.00032443,3.4889
"6,7-Dimethoxy-3-{5-[4-(4-methoxyphenyl)-1-piperazinyl]-5-oxopentyl}-2,4(1H,3H)-quinazolinedione",195.81,7.6133,0.00032443,3.4889
"C22H49N3O9P2",96.336,6.59,0.00032443,3.4889
"MFCD00134159",0.0015221,-9.3597,0.00033093,3.4803
"mz_81.01414_&_RT_0.707",0.00071043,-10.459,0.00034748,3.4591
"YU2750000",229.74,7.8439,0.00035467,3.4502
"C4H7N2O10P3",0.0026906,-8.5379,0.0003689,3.4331
"C12H27N6O4P",357.42,8.4815,0.0003702,3.4316
"C12H20N7O2P",1197.6,10.226,0.0003745,3.4266
"T-2636 D",0.010722,-6.5432,0.00037548,3.4254
"C13H26N6OP2S",0.0031171,-8.3256,0.00039303,3.4056
"2_3_6-Trihydroxypyridine",0.0047313,-7.7235,0.00039743,3.4007
"(3S)-3_6-Diaminohexanoate",177.96,7.4754,0.00039766,3.4005
"mz_146.08072_&_RT_0.986",6540.6,12.675,0.00041592,3.381
"Estratetraenol;1_3_5(10)_16-ESTRATETRAEN-3-OL",0.0080559,-6.9557,0.00041592,3.381
"5-Nitro-2,4,6-pyrimidinetriamine",0.00045147,-11.113,0.0004166,3.3803
"C10H20N5O2P",0.0032387,-8.2704,0.00041978,3.377
"Decylubiquinol",0.0078369,-6.9955,0.00042991,3.3666
"3-Methyl-10,13-dioxa-3,6-diazaheptadecan-8-ol",97.72,6.6106,0.00044539,3.3513
"(R)-Norcoclaurine",0.00023003,-12.086,0.00044822,3.3485
"mz_196.85673_&_RT_0.809",122.97,6.9422,0.00044966,3.3471
"Natalenamide A",281.83,8.1387,0.00045327,3.3436
"C12H31N5O7S",344.28,8.4275,0.00045513,3.3419
"C32H42S",0.0058224,-7.4242,0.00047524,3.3231
"C31H49O4PS",0.0043845,-7.8334,0.00047942,3.3193
"mz_370.62564_&_RT_4.264",0.0062512,-7.3216,0.00047942,3.3193
"mz_336.68977_&_RT_0.815",1162.7,10.183,0.00049513,3.3053
"C11H25NO7",0.0033673,-8.2142,0.00049992,3.3011
"mz_133.0149_&_RT_0.865",0.0068782,-7.1838,0.00051118,3.2914
"C7H15N6P",193.49,7.5961,0.00051704,3.2865
"1,1,1,2,3,3,3-Heptafluoro-2-propanesulfonamide",0.013405,-6.2211,0.00052137,3.2829
"C17H45N9O2P2S2",142.17,7.1514,0.00052456,3.2802
"1-(1-Benzothiophen-3-yl)-2-(3,5-dimethylphenyl)-2-propanol",0.0090502,-6.7878,0.0005342,3.2723
"mz_340.68467_&_RT_0.815",279.68,8.1276,0.00053962,3.2679
"ionene",180.72,7.4976,0.00056363,3.249
"UK4725000",1202.2,10.232,0.0005848,3.233
"mz_206.88555_&_RT_0.804",881.67,9.7841,0.00061626,3.2102
"C10H21OP3",218.64,7.7724,0.00062439,3.2045
"D-Glutamate",498.12,8.9604,0.00064635,3.1895
"Botryosphaerinone",0.0023959,-8.7052,0.00064921,3.1876
"C21H33O6PS",208.23,7.702,0.00065021,3.1869
"C15H37N4O4P",270.72,8.0806,0.00066109,3.1797
"N-acetyl-3,5,11,18-tetrahydroxyoctadecyl-2-amine",0.24311,-2.0403,0.00073119,3.136
"Germine",4.0536,2.0192,0.00073389,3.1344
"C24H32S",183.45,7.5193,0.00073586,3.1332
"Porothramycin A",90.407,6.4984,0.00075318,3.1231
"C16H29N10O2P3",218.31,7.7702,0.00075602,3.1215
"C25H34S",0.0043028,-7.8605,0.00075706,3.1209
"Melanoxadin",553.8,9.1132,0.00078222,3.1067
"mz_378.67438_&_RT_0.814",35.779,5.161,0.00078222,3.1067
"2-methyl-2,4-hexadiene",0.00052546,-10.894,0.00078257,3.1065
"N-[4-({1-[2-(4-Methoxyphenyl)ethyl]-3-methyl-2,4-dioxo-1,3,8-triazaspiro[4.5]dec-8-yl}methyl)phenyl]acetamide",0.0017021,-9.1985,0.00078257,3.1065
"Cyclohex-2-enone",877.06,9.7765,0.00078258,3.1065
"4,4-Dimethyl-pentenoic acid methyl ester",0.00076602,-10.35,0.0007882,3.1034
"C11H25N6O4P",1921.4,10.908,0.0008264,3.0828
"C29H57NOP2",0.00088213,-10.147,0.00085206,3.0695
"C18H35N8OP3S2",0.0022743,-8.7804,0.00085208,3.0695
"C12H27N4P",0.0010161,-9.9428,0.00085264,3.0692
"Dl-fucosamin",0.0034461,-8.1808,0.00086857,3.0612
"Aflatoxin b2",8260,13.012,0.00087169,3.0596
"Azelaicacid",0.0001914,-12.351,0.00087169,3.0596
"Costunolide",0.0076285,-7.0344,0.00087169,3.0596
"11-cis-Retinol",347.93,8.4426,0.00088732,3.0519
"2-(2-sulfanylethoxy)ethanol",0.00025002,-11.966,0.00093623,3.0286
"mz_84.01127_&_RT_0.782",220.88,7.7871,0.00093996,3.0269
"C12H34N7O4P",0.0063619,-7.2963,0.00094424,3.0249
"4-{3-[(4-Biphenylylcarbonyl)amino]phenoxy}phthalic acid",136.45,7.0923,0.00094424,3.0249
"mz_131.00128_&_RT_0.782",1146.2,10.163,0.00094763,3.0234
"3-Indolebutyricacid",0.0047529,-7.717,0.00096014,3.0177
"Tolycaine",0.00024347,-12.004,0.00098045,3.0086
"3,6,7-Triphenyl-1,4-dihydroimidazo[2,1-c][1,2,4]triazine",0.0060961,-7.3579,0.00098582,3.0062
"4-(Methylsulfanyl)-1-nonyl-4-piperidinecarbothioamide",257.56,8.0088,0.00098882,3.0049
"(+)-epoxyserinone B",0.0032905,-8.2475,0.00101,2.9957
"Laingolide",0.0035869,-8.1231,0.0010175,2.9925
"(9S_10S)-9_10-Dihydroxyoctadecanoate",0.003023,-8.3698,0.0010294,2.9874
"Koninginin G",280.24,8.1305,0.0010328,2.986
"Hexadecanedioicacid;Thapsicacid",405.22,8.6626,0.0010417,2.9822
"5-[(4-{[(11beta)-11,17-Dihydroxy-3,20-dioxopregn-4-en-21-yl]oxy}-4-oxobutanoyl)amino]pentanoic acid",0.029302,-5.0929,0.0010429,2.9817
"9-Hydroxylarone",282.84,8.1438,0.0010554,2.9766
"C13H23N3OP2S",402.4,8.6525,0.0010634,2.9733
"1,2,6,7-Cyclodecatetraene",0.0011167,-9.8066,0.0010801,2.9665
"Penicipyranone",5.5719,2.4782,0.0010855,2.9644
"mz_370.62555_&_RT_4.082",0.0044309,-7.8182,0.0011292,2.9472
"2-{[4-Allyl-5-(3-methoxyphenyl)-4H-1,2,4-triazol-3-yl]sulfanyl}-N-(2-ethyl-6-methylphenyl)acetamide",79.576,6.3143,0.0011292,2.9472
"mz_410.62222_&_RT_0.815",393.67,8.6208,0.0011465,2.9406
"mz_81.01415_&_RT_0.782",714.08,9.4799,0.0011713,2.9313
"Vulgaredilone",89.291,6.4804,0.0012361,2.9079
"C7H10N10",0.00078679,-10.312,0.0012455,2.9047
"mz_84.91109_&_RT_0.813",350.48,8.4532,0.0012489,2.9035
"2-[methyl-(3-phenylpropionyl)lamino]-benzoic acid",0.0039489,-7.9843,0.0012519,2.9024
"beta-Ionone",489.62,8.9355,0.0012909,2.8891
"C23H47N4O3PS2",99.646,6.6387,0.0013122,2.882
"Streptoaminal‐9n",83.872,6.3901,0.0013435,2.8718
"Phenol",0.00048161,-11.02,0.0013832,2.8591
"N,N'-diisobutyloxalamide",205.12,7.6803,0.0013836,2.859
"mz_280.81782_&_RT_0.807",525.58,9.0378,0.0013948,2.8555
"C4H9N2O10P3",0.0031842,-8.2948,0.0013962,2.8551
"2-(4-Bromophenyl)-4-quinolinecarbohydrazide",0.014016,-6.1567,0.0014207,2.8475
"Acetamidine, N-hydroxy-2-(4-methoxy-6-morpholin-4-yl-[1,3,5]triazin-2-yloxy)-",929.87,9.8609,0.0014451,2.8401
"mz_452.60672_&_RT_0.813",28.75,4.8455,0.0014541,2.8374
"C11H20N5O3P",0.010177,-6.6185,0.001465,2.8342
"C16H33N5P2S",86.74,6.4386,0.0014824,2.829
"N~2~-(2,4-Dimethoxyphenyl)-N-(2-methoxyethyl)-N~2~-[(2-nitrophenyl)sulfonyl]glycinamide",0.010572,-6.5636,0.0015358,2.8137
"mz_414.61695_&_RT_0.815",161.4,7.3345,0.0015563,2.8079
"Capryloylglycine",0.007799,-7.0025,0.0015741,2.803
"[ST(3:0)]estra-1_3_5(10)-triene-2_4_17beta-triol",0.008083,-6.9509,0.0015803,2.8012
"mz_146.08072_&_RT_0.903",0.00022692,-12.106,0.0015926,2.7979
"SN3570000",0.24768,-2.0135,0.0016553,2.7811
"C8H17N6P",0.0062181,-7.3293,0.0017247,2.7633
"C6H8ClN4O3PS5",0.015561,-6.0059,0.0017297,2.762
"Penisporolide A",158.17,7.3053,0.0017701,2.752
"2-Methyl-2-propanyl 4-(2-oxo-1,4-dihydro-3(2H)-quinazolinyl)-1-piperidinecarboxylate",0.00142,-9.4598,0.0017785,2.75
"C24H50N2P2S",105.02,6.7145,0.0017785,2.75
"mz_354.75002_&_RT_0.808",52.694,5.7196,0.0017981,2.7452
"MFCD02675316",86.682,6.4377,0.0018031,2.744
"C11H24N7O2P",941.03,9.8781,0.0018638,2.7296
"mz_346.71867_&_RT_0.81",116.65,6.8661,0.001909,2.7192
"C7H22N10O6P2",0.003273,-8.2552,0.0019611,2.7075
"mz_56.96503_&_RT_0.711",0.00021204,-12.203,0.0019918,2.7008
"N5-(L-1-Carboxyethyl)-L-ornithine",247.61,7.9519,0.0019918,2.7008
"Eulatachromene",183.37,7.5186,0.0020181,2.6951
"Cyclo(6,7-en-Pro-L-Phe)",0.0077913,-7.0039,0.0020181,2.6951
"(R_R)-Butane-2_3-diol",130.36,7.0264,0.0020271,2.6931
"Daryamide A",7.0735,2.8224,0.0020291,2.6927
"C11H7ClO7P2S2",0.019734,-5.6632,0.0020573,2.6867
"C14H25N3OP2S",85.782,6.4226,0.00208,2.6819
"C14H24N5O5P",59.571,5.8965,0.0020959,2.6786
"C33H36S",26.642,4.7356,0.0021322,2.6712
"C2H7BrClOP3S3",41.536,5.3763,0.0021357,2.6705
"C15H28N2O8",0.0034184,-8.1925,0.0021466,2.6683
"imazamox",0.0026312,-8.5701,0.0021484,2.6679
"mz_304.74198_&_RT_0.814",60.924,5.9289,0.0021718,2.6632
"mz_484.5547_&_RT_0.815",210.11,7.715,0.0021732,2.6629
"(S,S)-Anacine",0.009442,-6.7267,0.0021789,2.6618
"1-Palmitoylglycerophosphocholine",958.88,9.9052,0.0021811,2.6613
"mz_486.55194_&_RT_0.815",216.51,7.7583,0.0022148,2.6547
"C17H24NPS",0.0031865,-8.2938,0.0022451,2.6488
"3,8-Dibromo-1,10-phenanthroline-5,6-dione",0.0017955,-9.1214,0.0023206,2.6344
"C13H19N2PS2",99.361,6.6346,0.0023414,2.6305
"1-(5,5,8,8-Tetramethyl-5,6,7,8-tetrahydro-2-naphthalenyl)ethanone",653.51,9.3521,0.0023901,2.6216
"Inonotusane C",0.006121,-7.352,0.0023901,2.6216
"(2R_4S)-2_4-Diaminopentanoate",363.67,8.5065,0.0024346,2.6136
"C38H64O2S",368.48,8.5255,0.002478,2.6059
"Saccharopine",210.56,7.7181,0.002478,2.6059
"3-Methoxy-4-[(2-methoxy-phenylcarbamoyl)-methoxy]-benzoic acid",0.0015238,-9.3581,0.002482,2.6052
"mz_55.01814_&_RT_3.505",0.00077949,-10.325,0.0024864,2.6044
"Confluenine E",6.6891e-05,-13.868,0.0024995,2.6021
"2-coumarate",288.03,8.1701,0.0025052,2.6012
"2-{[4-(Cyclohexylamino)-1-methyl-1H-pyrazolo[3,4-d]pyrimidin-6-yl](ethyl)amino}ethanol",0.17735,-2.4953,0.0025754,2.5892
"3-(4-methoxy-2-oxo-2H-pyran-6-yl)-propanoic acid",387.16,8.5968,0.0025958,2.5857
"C24H34OP2",0.0065347,-7.2577,0.0026255,2.5808
"O-methyl P-[4-(dimethylamino)phenyl]-N-(2,4,6-tri-tert-butylphenyl)phosphonamidothioate",76.705,6.2613,0.0027576,2.5595
"Boc-11-Aun-OH",335.92,8.392,0.0027675,2.5579
"Corallorazine A",6.7235,2.7492,0.0027709,2.5574
"1-Methyl-4-nitro-3-propyl-1H-pyrazole-5-carboxylic acid",1459.1,10.511,0.0027727,2.5571
"2-({[Amino(4-amino-1,2,5-oxadiazol-3-yl)methylene]amino}oxy)acetamide",955.14,9.8996,0.0027839,2.5553
"CH2Cl3N4P3S3",45.766,5.5162,0.0028091,2.5514
"Penicillisterol",54.633,5.7717,0.0028694,2.5422
"C21H29OPS",0.018317,-5.7707,0.0028778,2.5409
"MFCD01320532",0.24345,-2.0383,0.0028778,2.5409
"4-Hydroxy-3-methyl-2-oxabicyclo[3.3.1]non-6-one",0.00012762,-12.936,0.0028799,2.5406
"mz_420.65088_&_RT_0.81",38.024,5.2488,0.002893,2.5386
"Boc-Gly-OH",0.0015926,-9.2944,0.0029033,2.5371
"Benzene",899.26,9.8126,0.0029465,2.5307
"Chaetophenol E",0.014733,-6.0848,0.0030434,2.5166
"mz_448.74016_&_RT_0.804",41.562,5.3772,0.0030434,2.5166
"6‐demethylvermistatin",7.2487e-05,-13.752,0.0030601,2.5143
"2-tert-Butoxycarbonylamino-6-formylamino-hexanoic acid",0.00019736,-12.307,0.0030717,2.5126
"3-(1-Azepanyl)-3-hydroxy-5-nitro-1,3-dihydro-2H-indol-2-one",0.0005443,-10.843,0.0030717,2.5126
"Appenolide C",4.5538,2.1871,0.0030717,2.5126
"C30H61N4O3P",0.028931,-5.1113,0.0031353,2.5037
"Ficiolide D",384.33,8.5862,0.0032101,2.4935
"Trileucine",110.85,6.7925,0.0032101,2.4935
"FC2505000",0.0037931,-8.0424,0.0032349,2.4901
"Penidienone",952.27,9.8952,0.0033142,2.4796
"HIDA",0.0013169,-9.5686,0.0033163,2.4793
"(22E,24R)-ergosta-7,9(11),22-triene-3β,5α,6β-triol",45.938,5.5216,0.0033253,2.4782
"N6-Methoxy-9H-purine-2,6-diamine",859.41,9.7472,0.0033508,2.4749
"C12H13O8P",546.79,9.0948,0.0033508,2.4749
"2,6-Bis(4-methylphenyl)tetrahydro-4H-thiopyran-4-one",143.72,7.1672,0.0033508,2.4749
"N-Cyclohexyl-2-[(4,6-dimethyl-2-pyrimidinyl)amino]-4,5-dihydro-1H-imidazole-1-carboxamide",91.263,6.512,0.0033521,2.4747
"Aculene C",144.11,7.1711,0.0033769,2.4715
"Neovasipyridone A",102.4,6.678,0.0034582,2.4611
"Leptosphaerin",0.0015102,-9.371,0.003469,2.4598
"Gonan-3-ol",83.744,6.3879,0.0035567,2.449
"5-Valerolactone",2052.5,11.003,0.0035638,2.4481
"1-Aminocyclopropane-1-carboxylate",223.99,7.8073,0.0036163,2.4417
"Phloionolic acid",0.12504,-2.9996,0.0036287,2.4402
"C7H21N4O3P",0.002591,-8.5923,0.0036546,2.4372
"Methyl(2E_6E)-(10R_11S)-10_11-epoxy-3_7_11-trimethyltrideca-2_6-dienoate",0.0026324,-8.5694,0.0036612,2.4364
"Ilanefuranone",0.0023001,-8.7641,0.0038009,2.4201
"6-Amino-5-(2-hydroxypropyl)-2,4(1H,3H)-pyrimidinedione",0.00022334,-12.128,0.0038369,2.416
"C11H24N5O3P",0.017257,-5.8567,0.0038554,2.4139
"C7H10N3OP",0.00087854,-10.153,0.0039101,2.4078
"C38H66O3S",435.64,8.767,0.0039101,2.4078
"C23H42O8",0.021071,-5.5686,0.0039157,2.4072
