"","FC","log2(FC)","p.ajusted","-log10(p)"
"Methyl N~6~-acetyl-L-lysinate",0.098569,-3.3427,0.00036607,3.4364
"n,n-diethyl-4-((2-methoxy-4-nitrophenyl)azo)aniline",86.371,6.4325,0.00037846,3.422
"C12H18N7O2P",147.18,7.2015,0.00037977,3.4205
"C25H44N10P2",56.545,5.8213,0.00040417,3.3934
"mz_196.85673_&_RT_0.733",117.7,6.879,0.00042296,3.3737
"N-({4-[3-(2-Furylmethoxy)-2-hydroxypropyl]-2-morpholinyl}methyl)-N-isobutyl-3,4,5-trimethoxybenzamide",85.074,6.4106,0.00042385,3.3728
"3-Hydroxy-2-methyl-4-pyrone",4.0518,2.0185,0.00042929,3.3672
"Diethyl (2,2-diethoxyethyl)malonate",133.58,7.0616,0.00043483,3.3617
"1-palmitoylglycerol;MAG(16:0)",0.00086332,-10.178,0.00044025,3.3563
"mz_410.62224_&_RT_0.739",353.84,8.4669,0.0004492,3.3476
"N,N,N',N',N'',N''-Hexaethylphosphorimidic triamide",540.22,9.0774,0.00045217,3.3447
"Methyl 16-hydroxy-12-oxohexadecanoate",870.61,9.7659,0.00045641,3.3406
"C16H35N8P",0.0023173,-8.7534,0.00045641,3.3406
"1-Nitrosopiperidine",0.0004258,-11.198,0.00045804,3.3391
"2_5-Dioxopiperazine",0.00014244,-12.777,0.00045823,3.3389
"1-[(3R,4R)-3-(1-Azepanylmethyl)-4-(hydroxymethyl)-1-pyrrolidinyl]-2-hydroxyethanone",0.0022877,-8.7719,0.00045823,3.3389
"Aculeatusquinone C",190.47,7.5734,0.00045884,3.3383
"mz_170.85399_&_RT_0.74",296.94,8.214,0.00046603,3.3316
"Phenolicsteroid",0.093821,-3.4139,0.00046603,3.3316
"1-(2-Methoxy-5-methylphenyl)-N-[5-(methoxymethyl)-1,3,4-thiadiazol-2-yl]-5-oxo-3-pyrrolidinecarboxamide",243.9,7.9301,0.00046909,3.3287
"Stachydrine",11.017,3.4616,0.00046909,3.3287
"Cyclohex-2-enone",554.59,9.1153,0.00051259,3.2902
"Adenosine",6.1221,2.614,0.00051259,3.2902
"C16H34N2O2S2",253.74,7.9872,0.00051565,3.2876
"C20H26NPS",137.27,7.1009,0.00052641,3.2787
"1,5-Pentanedithiol",58295,15.831,0.00053888,3.2685
"C19H50N9O8P",0.026408,-5.2429,0.0005458,3.263
"1_3_6_8-Naphthalenetetrol",488.53,8.9323,0.0005472,3.2619
"Guanine",0.0021273,-8.8768,0.00054769,3.2615
"5'-Methylthioadenosine",0.0060737,-7.3632,0.00054769,3.2615
"C7H13N2O7P",1598.7,10.643,0.00054921,3.2603
"1_5-Anhydro-D-mannitol",6.3537,2.6676,0.00054921,3.2603
"2-(morpholinomethyl)-4-(2-phenyldiaz-1-enyl)phenol",328.35,8.3591,0.00055311,3.2572
"(2′R)-2-(2′-hydroxypropyl)-4-methoxyl-1,3-benzenediol",167.85,7.3911,0.00055985,3.2519
"dibutyl azelate",238.57,7.8983,0.0005716,3.2429
"Indole-3-acetyl-epsilon-L-lysine",0.0015937,-9.2934,0.00057726,3.2386
"2-{1,4-Bis[2-(isopropylsulfanyl)ethyl]-2-piperazinyl}ethanol",0.01875,-5.7369,0.00058913,3.2298
"(1S_3R_4S)-3_4-Dihydroxycyclohexane-1-carboxylate",24.959,4.6415,0.00059357,3.2265
"tert-Butyl 4-(2-hydrazinylpyrimidin-4-yl)piperazine-1-carboxylate",113.02,6.8204,0.00059413,3.2261
"Neohydroxyaspergillic acid",647.16,9.338,0.00059413,3.2261
"Oleamide",0.0008685,-10.169,0.00059748,3.2237
"C11H23PS",0.00029967,-11.704,0.00060643,3.2172
"4-[2-(4-Methylpentyl)-4-morpholinyl]-4-oxobutanamide",0.0030844,-8.3408,0.00065806,3.1817
"Protoconstipatic acid",5.0242,2.3289,0.00065823,3.1816
"mz_158.8434_&_RT_0.74",30.503,4.9309,0.00066074,3.18
"2-Methyl-6-[(5-methyl-2H-1,2,3-triazol-4-yl)carbonyl]-3,5,6,7-tetrahydro-4H-pyrrolo[3,4-d]pyrimidin-4-one",3773.7,11.882,0.00066082,3.1799
"N-[Bis(diethylamino)(phenyl)phosphoranylidene]-1-azepanecarbothioamide",111.12,6.7959,0.00066082,3.1799
"C19H37N4O8P",0.033294,-4.9086,0.00066082,3.1799
"Paecilopeptin",0.0019658,-8.9907,0.00066298,3.1785
"Photopiperazine A",104.46,6.7068,0.00066298,3.1785
"Sclerotigenin",774.71,9.5975,0.0006666,3.1761
"LysoPC(18:3(9Z,12Z,15Z))",539.68,9.076,0.00068281,3.1657
"C11H30N5O5P",0.005241,-7.5759,0.00068281,3.1657
"C15H35N4O2P",0.0096548,-6.6945,0.00068281,3.1657
"C17H42N6O7S",60.24,5.9126,0.00068281,3.1657
"5-Hydroxyconiferaldehyde",1140.5,10.155,0.00068613,3.1636
"mz_104.06182_&_RT_9.838",0.0019454,-9.0057,0.00068735,3.1628
"MFCD00054545",472.74,8.8849,0.00068735,3.1628
"C21H38N5O7P",0.046018,-4.4417,0.00068735,3.1628
"Pyrenochaetic acid F",0.049717,-4.3301,0.00069226,3.1597
"Harmaline",320.64,8.3248,0.0007099,3.1488
"1-Nitro-2-(3,4,5-trimethoxyphenyl)guanidine",367.67,8.5223,0.00072029,3.1425
"N-({2-[(Dimethylcarbamoyl)amino]ethyl}sulfamoyl)-N-methyl-beta-alanine",6057.5,12.565,0.00074963,3.1252
"Palmitoleicacid",0.23615,-2.0822,0.00076187,3.1181
"mz_414.61694_&_RT_0.739",149.71,7.226,0.00077675,3.1097
"C12H29N4P",6.3803,2.6736,0.00077675,3.1097
"Coniothyrinone B",145.4,7.1839,0.00077895,3.1085
"Limazepine F",213.12,7.7355,0.00078196,3.1068
"2-Oxo-delta3-4_5_5-trimethylcyclopentenylacetate",7.134,2.8347,0.00079369,3.1004
"Aurantiomide C",1787.7,10.804,0.00081774,3.0874
"Anisole",349.47,8.449,0.00081774,3.0874
"2-amino-4a,5,6,7-tetrahydro-4,1'-binaphthalene-1,3,3(4H)-tricarbonitrile",67.269,6.0719,0.00085124,3.0699
"1-Linoleoylglycerophosphocholine",64.177,6.004,0.00086437,3.0633
"mz_526.53935_&_RT_0.836",0.037866,-4.7229,0.00086437,3.0633
"C11H22N10O2",205.48,7.6828,0.00086897,3.061
"(S)-1-Pyrroline-5-carboxylate",5472.1,12.418,0.00087195,3.0595
"2-Methyl-6-oxohepta-2_4-dienal",1557,10.605,0.00087557,3.0577
"(S)-N-tetradecanoyl-HSL",0.0022958,-8.7668,0.00087873,3.0561
"Eugenol;4-Allylguaiacol",6.0269,2.5914,0.00090169,3.0449
"C5H17N4O4P",0.0042733,-7.8704,0.00092289,3.0349
"Corynechromone I",189.56,7.5665,0.00092599,3.0334
"Methylglyoxal",3142.6,11.618,0.00093966,3.027
"Quinomeran",262.09,8.0339,0.00093966,3.027
"mz_193.99692_&_RT_0.807",0.0036408,-8.1015,0.00096248,3.0166
"C22H42N5O3PS2",0.068935,-3.8586,0.00096248,3.0166
"Microdiplactone",747.2,9.5453,0.00097812,3.0096
"C15H33P3",0.17084,-2.5493,0.00098233,3.0077
"PI-200",0.0010095,-9.9521,0.00099803,3.0009
"2-Phenylpropan-2-ol",5.3941,2.4314,0.0010463,2.9803
"[FA(18:0)]12R_13S-epoxy-9Z-octadecenoicacid",0.20631,-2.2771,0.0012013,2.9204
"C22H40N5O7P",143.68,7.1667,0.0012149,2.9155
"Columbianetin",104.26,6.704,0.0012149,2.9155
"1,1,1-Trifluoro-3-(1-piperidinyl)-2-propanyl 3-(trifluoromethyl)benzoate",0.016347,-5.9348,0.0012149,2.9155
"mz_118.04948_&_RT_0.912",218.54,7.7718,0.0012573,2.9006
"Furfural;Furan-2-carbaldehyde",11138,13.443,0.001265,2.8979
"L-Ergothioneine",637.38,9.316,0.0012811,2.8924
"Eutypoid B",0.009526,-6.7139,0.0012811,2.8924
"C17H37OP3",0.00083644,-10.223,0.0012852,2.891
"C9H22N9O3P",0.0062911,-7.3125,0.0012995,2.8862
"HO-dPEG8-OH",134.53,7.0718,0.001324,2.8781
"FC2505000",101.57,6.6663,0.0013309,2.8759
"C8H9N6O3P",0.00047169,-11.05,0.0013391,2.8732
"C10H19N8O2P",156.87,7.2935,0.0013574,2.8673
"Ethyl (1-{4-[5-(4-morpholinylmethyl)-1H-tetrazol-1-yl]butanoyl}-2-piperidinyl)acetate",0.0028301,-8.4649,0.0013594,2.8667
"5-Methyl-4-(1-methyl-1H-1,2,4-triazol-5-yl)-2-(3-phenyl-1-piperidinyl)pyrimidine",194.79,7.6058,0.0013724,2.8625
"C32H44NO2PS",0.005678,-7.4604,0.0013724,2.8625
"7-Hydroxy-1(3H)-isobenzofuranone",1520.5,10.57,0.0013739,2.862
"mz_484.55466_&_RT_0.739",196.55,7.6188,0.001376,2.8614
"C15H35N4O3P",91.239,6.5116,0.0013933,2.856
"Acetyl-L-carnitine",0.0021609,-8.8542,0.0014084,2.8513
"Antrodin D",0.21475,-2.2193,0.001423,2.8468
"8'-Hydroxyabscisate",0.22452,-2.1551,0.0014331,2.8437
"mz_149.95262_&_RT_0.807",0.0075556,-7.0482,0.001445,2.8401
"mz_452.60685_&_RT_0.837",0.023457,-5.4139,0.001445,2.8401
"Leu-Pro(Leucyl-Proline)",2551,11.317,0.0014499,2.8387
"C35H49N8O4P3",84.475,6.4004,0.0014516,2.8382
"1-Benzofuran-2-carbonitrile",225.71,7.8183,0.0014576,2.8364
"C18H31N4O5P",9.8687e-05,-13.307,0.0015171,2.819
"C17H33OPS",729.85,9.5114,0.0015235,2.8172
"C18H33ClN5O4P",0.0046447,-7.7502,0.0015237,2.8171
"1-O-Acetyl-D-glucitol",0.0037487,-8.0594,0.0015304,2.8152
"1-Pyrroline-4-hydroxy-2-carboxylate",0.0011708,-9.7383,0.0015445,2.8112
"N5-(L-1-Carboxyethyl)-L-ornithine",0.0027291,-8.5173,0.0015445,2.8112
"C13H21N4PS",116.49,6.8641,0.0015447,2.8112
"Estrone",0.0025542,-8.6129,0.0015961,2.7969
"mz_84.91108_&_RT_0.734",460.82,8.8481,0.0016209,2.7902
"albaflavenone",0.00098015,-9.9947,0.0016291,2.7881
"Coniosclerodione",444.58,8.7963,0.001654,2.7815
"Farinomalein",526.3,9.0398,0.0017218,2.764
"C18H29N4PS",0.0025917,-8.5919,0.0017218,2.764
"4-((1-acetoxy-3-methylpentan-2-yl)amino)-3-methyl-4-oxobutanoic acid",145.1,7.1809,0.0017733,2.7512
"C12H25N4P",87.657,6.4538,0.001792,2.7467
"NP-006175",735.66,9.5229,0.0017977,2.7453
"mz_280.81782_&_RT_0.731",535.07,9.0636,0.0017977,2.7453
"C13H24N6O5S",1807.4,10.82,0.0018626,2.7299
"C9H18N4O14",310.65,8.2791,0.0018662,2.729
"7-Hexyl-1,3-dimethyl-8-[(4-methyl-1-piperazinyl)methyl]-3,7-dihydro-1H-purine-2,6-dione",1753.1,10.776,0.0019046,2.7202
"mz_454.60404_&_RT_0.836",0.024068,-5.3768,0.0019046,2.7202
"C17H26N3OPS",187.83,7.5533,0.0019273,2.715
"Laurophenone",0.15998,-2.644,0.0020927,2.6793
"8-acetoxy T-2 tetraol",166.45,7.3789,0.0021577,2.666
"C33H25N8PS",41.338,5.3694,0.0021988,2.6578
"N-acetyl-DL-tryptophan",203.61,7.6697,0.0022583,2.6462
"N-[3-(Diethylamino)propyl]-2-(1,3-dimethyl-2,6-dioxo-1,2,3,6-tetrahydro-7H-purin-7-yl)acetamide",0.16781,-2.5751,0.0022583,2.6462
"Acetonecyanohydrin",0.00011404,-13.098,0.0022645,2.645
"(2E_6E)-(10R_11S)-10_11-Epoxy-3_7_11-trimethyltrideca-2_6-dienoicacid",0.17627,-2.5041,0.0022645,2.645
"C14H33N4O7P",532.89,9.0577,0.0022951,2.6392
"3-{2-[2-(3-Azidopropoxy)ethoxy]ethoxy}-1-propanamine",0.04284,-4.5449,0.0023162,2.6352
"Dendryphiellic acid A",4.1677,2.0593,0.0023162,2.6352
"5-Phenyl-2-({[2-(1-piperazinyl)ethyl]amino}methylene)-1,3-cyclohexanedione",228.4,7.8354,0.0023246,2.6337
"1-(4-{4-Methyl-5-[(4-methyl-1-piperazinyl)methyl]-4H-1,2,4-triazol-3-yl}-1-piperidinyl)ethanone",839.45,9.7133,0.0023328,2.6321
"C5H8ClN4O3P",320.29,8.3233,0.0023328,2.6321
"mz_346.71872_&_RT_0.734",124.77,6.9631,0.0023328,2.6321
"(2'S,3'S)-[(2E,4E)-2-methyl-hexa-2,4-dienoic acid isoleucinaldehyde]",271.96,8.0873,0.0023665,2.6259
"RCL S261076",4.5915,2.199,0.0023665,2.6259
"C30H52NP3",0.0025322,-8.6254,0.0023769,2.624
"(1S,2R)-3-oxo-2-pentylcyclopentane-1-butyric acid",0.24215,-2.046,0.0024947,2.603
"C17H25N2OPS",104.11,6.702,0.0025461,2.5941
"3-amino-2-phenyl-2H-pyrazolo[4,3-c]pyridine-4,6-diol",0.19702,-2.3436,0.0025461,2.5941
"Limonene-1_2-diol",2926.3,11.515,0.0025477,2.5938
"2E_6E-farnesol",5.7848,2.5323,0.0025747,2.5893
"mz_112.99076_&_RT_0.805",0.0014086,-9.4715,0.002664,2.5745
"mz_378.67447_&_RT_0.836",0.019335,-5.6926,0.0026718,2.5732
"17a-Estradiol",0.15935,-2.6497,0.0027199,2.5654
"Trans-6-hydroxymethyl-3-methyl-7-oxo-undecan-4-olide",0.15201,-2.7178,0.0027419,2.5619
"C9H17NO9",278.92,8.1237,0.0027679,2.5579
"Tetradecanedioicacid",0.21981,-2.1857,0.0027707,2.5574
"Xanthine",0.16512,-2.5984,0.0027993,2.553
"Trichocladinol F",0.0017047,-9.1963,0.0028829,2.5402
"(+)-Flavipucine",0.00069247,-10.496,0.0030202,2.52
"C30H60N6O5",790,9.6257,0.0030491,2.5158
"KK0525000",0.0028189,-8.4706,0.0030809,2.5113
"N5-Ethyl-L-glutamine",19.112,4.2564,0.0031207,2.5057
"mz_560.48443_&_RT_0.74",96.112,6.5866,0.0031324,2.5041
"Phaeochromycin A",0.11997,-3.0592,0.0031324,2.5041
"mz_55.01814_&_RT_3.576",0.0026966,-8.5346,0.0031702,2.4989
"3-(5-Chloro-1-benzofuran-2-yl)-2-propynoic acid",76.414,6.2558,0.0031717,2.4987
"Decanophenone",0.0056661,-7.4634,0.0031974,2.4952
"1,3,4-Tris(hydroxymethyl)tetrahydroimidazo[4,5-d]imidazole-2,5(1H,3H)-dione",0.0091796,-6.7673,0.0032193,2.4922
"Salbutamol",131.94,7.0438,0.0032214,2.492
"C9H21N4O2P",0.0054948,-7.5077,0.0033019,2.4812
"p-dicyclohexylbenzene",0.0010789,-9.8562,0.0033114,2.48
"sn-glycero-3-Phosphocholine",5.7383e-05,-14.089,0.0033231,2.4785
"2,6-di-tert-butyl-4-ethylphenol",0.0015043,-9.3767,0.0033348,2.4769
"Amyl-2-acetamido-2-deoxy-b-D-glucopyranoside",288.39,8.1719,0.0033569,2.4741
"3-Oxododecanoicacid",0.20834,-2.263,0.0033771,2.4715
"3-(3_4-Dihydroxyphenyl)pyruvate",317.44,8.3103,0.0033822,2.4708
"CH4BrCl2O2P3S2",51.584,5.6889,0.0033822,2.4708
"mz_105.96284_&_RT_0.806",0.043626,-4.5187,0.0034829,2.4581
"Appenolide C",0.065639,-3.9293,0.0034849,2.4578
"mz_55.01813_&_RT_3.488",2741,11.421,0.0034913,2.457
"C34H66O8",914.19,9.8363,0.0035106,2.4546
"Ethyl 5-amino-1-(2-hydroxyethyl)-1H-pyrazole-4-carboxylate",394.2,8.6228,0.0035359,2.4515
"C10H22N7O2P",296.17,8.2103,0.0035359,2.4515
"Cholinephosphate",646.16,9.3357,0.003557,2.4489
"hexobarbital",0.002731,-8.5163,0.0036336,2.4397
"N-{Hydroxy[(2-methyl-2-propanyl)oxy]methylene}-O-[2-({hydroxy[(2-methyl-2-propanyl)oxy]methylene}amino)ethyl]serine",0.0021426,-8.8664,0.0036645,2.436
"3,6,9,12,15,18-Hexaoxahenicos-20-yn-1-amine",231.64,7.8557,0.0036645,2.436
"Ficiolide D",78.398,6.2927,0.0036645,2.436
"9-Hydroxylarone",283.14,8.1454,0.0038203,2.4179
"Globosuxanthone C",335.8,8.3915,0.0038652,2.4128
"C17H37N4O2PS2",60.496,5.9188,0.0038652,2.4128
"Catathelasmol B",474.53,8.8904,0.0039409,2.4044
"Lentzeoside C",12.303,3.6209,0.0039768,2.4005
"1,4-Cyclohexadiene",0.0001379,-12.824,0.0039812,2.4
"2-Methylhippuricacid",260.24,8.0237,0.0040988,2.3873
"Daryamide E",885.75,9.7908,0.004155,2.3814
"3-[(3-Hydroxydecanoyl)oxy]decanoic acid",300.31,8.2303,0.0042072,2.376
"(-)-alpha-Cedrene",4.8193,2.2688,0.004225,2.3742
"C13H20N10",0.0093197,-6.7455,0.0043222,2.3643
"5-Methylcytosine",1137.8,10.152,0.0045585,2.3412
"Ochratoxin B",68.848,6.1054,0.0045631,2.3407
"MFCD00039969",0.0026406,-8.5649,0.004678,2.3299
"C19H34N2O12",100.45,6.6503,0.0047233,2.3258
"2-(4-Bromophenyl)-4-quinolinecarbohydrazide",65.245,6.0278,0.0047538,2.323
"Aleuritic Acid",0.0040884,-7.9342,0.0048202,2.3169
"C13H25OPS",0.00085029,-10.2,0.0048517,2.3141
"2,3-Dinor-11β-prostaglandin F2α",0.18711,-2.4181,0.0048774,2.3118
"2-(14,15-Epoxyeicosatrienoyl) glycerol",81.243,6.3442,0.004894,2.3103
"N-[(5-Amino-1H-1,2,4-triazol-3-yl)methyl]-1H-benzimidazole-2-carboxamide",1662,10.699,0.004931,2.3071
"Ethanol, 2,2â€²-[(2-undecyl-4(5H)-oxazolylidene)bis(methyleneoxy)]bis-",0.051905,-4.268,0.0050876,2.2935
"Campyrone A",75.176,6.2322,0.0051127,2.2913
"1-(1-b-Glucopyranosyl)-3-(methoxymethyl)-1H-indole",409.44,8.6775,0.0051848,2.2853
"Hebelophyllene C",163.85,7.3562,0.0052078,2.2833
"4,4-Dimethyl-pentenoic acid methyl ester",1476.9,10.528,0.0052752,2.2778
"4-Hydroxycinnamoylmethane",0.0018384,-9.0873,0.0052752,2.2778
"Imidazoleaceticacid",5.3178e-05,-14.199,0.0052761,2.2777
"10-Oxodecanoate",0.14392,-2.7967,0.0052761,2.2777
"C15H33OP3",0.0049438,-7.6602,0.0052954,2.2761
"Hexanoylcarnitine",4.0999,2.0356,0.0055004,2.2596
"mz_304.74212_&_RT_0.837",0.011046,-6.5003,0.0055925,2.2524
"UW7525000",81.879,6.3554,0.0056525,2.2478
"2-Methyl-2-propanyl 4-(3-amino-1H-1,2,4-triazol-5-yl)-1-piperazinecarboxylate",158.69,7.3101,0.0057229,2.2424
"Nonaethylene Glycol",81.473,6.3483,0.0057846,2.2377
"C8H23N4O2P",0.0015202,-9.3615,0.0058379,2.2337
"Trichodermaketone D",0.001265,-9.6266,0.0058835,2.2304
"Nodulisporipyrone B",8.2873,3.0509,0.0059619,2.2246
"mz_181.96129_&_RT_0.743",92.938,6.5382,0.0061407,2.2118
"2'-Deoxyinosine",6227.6,12.604,0.0061804,2.209
"Purine",2505.4,11.291,0.0062952,2.201
"mz_228.81268_&_RT_0.837",0.038496,-4.6992,0.0063851,2.1948
"4-(4-methylphenyl)-2-[(4-methylphenyl)thio]-4-oxobutanoic acid",1181.1,10.206,0.0064055,2.1934
"C14H27OPS",1102.2,10.106,0.0066451,2.1775
"7-desmethyl-6-methylbostrycoidin",331.33,8.3721,0.0066805,2.1752
"(6RS,10RS)-6,10-dimethylbicyclo[4.4.0]dec-1-en-3-one",0.10189,-3.2949,0.0066805,2.1752
"5-Hydroxy-2,3-dimethylcyclopent-2-enone",491.94,8.9423,0.0068898,2.1618
"mz_87.52527_&_RT_0.805",0.036794,-4.7644,0.0069658,2.157
"Penidienone",0.0016082,-9.2803,0.0069882,2.1556
"N-Palmitoyl-L-Aspartate",0.098296,-3.3467,0.0070502,2.1518
"di-tert-butyl piperazine-1,4-dicarboxylate",179.03,7.4841,0.0072095,2.1421
"N-Butyl-D-glucopyranosylamine",2480.9,11.277,0.0072773,2.138
"Phloionolic acid",0.0061322,-7.3494,0.0072819,2.1378
"mz_115.02383_&_RT_0.802",0.0073569,-7.0867,0.0073721,2.1324
"Capsidiol",0.1163,-3.1041,0.0075739,2.1207
"C11H29N8P",39.078,5.2883,0.0076661,2.1154
"6′-methyl-[1,1′-biphenyl]-3,3′,4′,5-tetraol",354.14,8.4682,0.0077601,2.1101
"C29H60N6O2S",49.105,5.6178,0.0078476,2.1053
"Allahabadolactone A",0.17546,-2.5108,0.0078953,2.1026
"1-(3-Oxo-2,3-dihydro[1,2,4]triazolo[4,3-b]pyridazin-6-yl)-1H-imidazole-4-carboxylic acid",0.0035044,-8.1566,0.008362,2.0777
"mz_528.53635_&_RT_0.738",23.683,4.5658,0.0088424,2.0534
"mz_112.99075_&_RT_0.706",499.35,8.9639,0.0088818,2.0515
"2-Hydroxy-2_4-pentadienoate",9.3811,3.2298,0.0088986,2.0507
"8-amino-6-tert-butyl[1,2,4]triazolo[4,3-b][1,2,4]triazin-7(8H)-one",12.836,3.6821,0.009088,2.0415
"4-(dimethylamino)-6-morpholino-1,3,5-triazine-2-carboxamide",0.0058362,-7.4208,0.0090965,2.0411
"1'-Acetoxyeugenolacetate",99.62,6.6384,0.0090965,2.0411
"4-Coumarylalcohol(4-Hydroxycoumarin)",124.15,6.956,0.0091629,2.038
"BOC-L-DPA(BOC)-OH",0.0016884,-9.2102,0.0093104,2.031
"Dodecyl (1-octanoyl-3-oxo-2-piperazinyl)acetate",0.0034251,-8.1897,0.0094744,2.0235
"2-(Allylsulfonyl)ethanamine",1400,10.451,0.0096479,2.0156
"N-[(trans-4-{[(1-{[(2-Methyl-2-propanyl)oxy]carbonyl}-L-prolyl)amino]methyl}cyclohexyl)carbonyl]-L-valine",258.06,8.0115,0.0096479,2.0156
"C22H28N6O3P2",139.06,7.1196,0.009734,2.0117
"3-Methylbutanoicacid",5.7317,2.519,0.0099541,2.002
